state,name,start_date,end_date
SN,Pfingstferien,2027-05-15,2027-05-18
SN,Sommerferien,2027-07-10,2027-08-20
SN,Herbstferien,2027-10-11,2027-10-23
SN,Weihnachtsferien,2027-12-23,2028-01-01
ST,Winterferien,2022-02-12,2022-02-19
ST,Osterferien,2022-04-11,2022-04-16
ST,Pfingstferien,2022-05-23,2022-05-28
ST,Sommerferien,2022-07-14,2022-08-24
ST,Herbstferien,2022-10-24,2022-11-04
ST,Weihnachtsferien,2022-12-21,2023-01-05
ST,Winterferien,2023-02-06,2023-02-11
ST,Osterferien,2023-04-03,2023-04-08
ST,Pfingstferien,2023-05-15,2023-05-19
ST,Sommerferien,2023-07-06,2023-08-16
ST,Ferientag,2023-10-02,2023-10-02
ST,Herbstferien,2023-10-16,2023-10-30
ST,Weihnachtsferien,2023-12-21,2024-01-03
ST,Winterferien,2024-02-05,2024-02-10
ST,Osterferien,2024-03-25,2024-03-30
ST,Pfingstferien,2024-05-21,2024-05-24
ST,Sommerferien,2024-06-24,2024-08-03
ST,Herbstferien,2024-09-30,2024-10-12
ST,Ferientag,2024-11-01,2024-11-01
ST,Weihnachtsferien,2024-12-23,2025-01-04
ST,Winterferien,2025-01-27,2025-01-31
ST,Osterferien,2025-04-07,2025-04-19
ST,Ferientag,2025-05-30,2025-05-30
ST,Sommerferien,2025-06-28,2025-08-08
ST,Herbstferien,2025-10-13,2025-10-25
ST,Weihnachtsferien,2025-12-22,2026-01-05
ST,Winterferien,2026-01-31,2026-02-06
ST,Osterferien,2026-03-30,2026-04-04
ST,Pfingstferien,2026-05-26,2026-05-29
ST,Sommerferien,2026-07-04,2026-08-14
ST,Herbstferien,2026-10-19,2026-10-30
ST,Weihnachtsferien,2026-12-21,2027-01-02
ST,Winterferien,2027-02-01,2027-02-06
ST,Osterferien,2027-03-22,2027-03-27
ST,Pfingstferien,2027-05-15,2027-05-22
ST,Sommerferien,2027-07-10,2027-08-20
ST,Herbstferien,2027-10-18,2027-10-23
ST,Weihnachtsferien,2027-12-20,2027-12-31
TH,Winterferien,2022-02-12,2022-02-19
TH,Osterferien,2022-04-11,2022-04-23
TH,Schulfreier Tag,2022-05-27,2022-05-27
TH,Sommerferien,2022-07-18,2022-08-27
TH,Herbstferien,2022-10-17,2022-10-29
TH,Weihnachtsferien,2022-12-22,2023-01-03
TH,Winterferien,2023-02-13,2023-02-17
TH,Osterferien,2023-04-03,2023-04-15
TH,Schulfreier Tag,2023-05-19,2023-05-19
TH,Sommerferien,2023-07-10,2023-08-19
TH,Herbstferien,2023-10-02,2023-10-14
TH,Weihnachtsferien,2023-12-22,2024-01-05
TH,Winterferien,2024-02-12,2024-02-16
TH,Osterferien,2024-03-25,2024-04-06
TH,Schulfreier Tag,2024-05-10,2024-05-10
TH,Sommerferien,2024-06-20,2024-07-31
TH,Herbstferien,2024-09-30,2024-10-12
TH,Weihnachtsferien,2024-12-23,2025-01-03
TH,Winterferien,2025-02-03,2025-02-08
TH,Osterferien,2025-04-07,2025-04-19
TH,Schulfreier Tag,2025-05-30,2025-05-30
TH,Sommerferien,2025-06-28,2025-08-08
TH,Herbstferien,2025-10-06,2025-10-18
TH,Weihnachtsferien,2025-12-22,2026-01-03
TH,Winterferien,2026-02-16,2026-02-21
TH,Osterferien,2026-04-07,2026-04-17
TH,Schulfreier Tag,2026-05-15,2026-05-15
TH,Sommerferien,2026-07-04,2026-08-14
TH,Herbstferien,2026-10-12,2026-10-24
TH,Weihnachtsferien,2026-12-23,2027-01-02
TH,Winterferien,2027-02-01,2027-02-06
TH,Osterferien,2027-03-22,2027-04-03
TH,Schulfreier Tag,2027-05-07,2027-05-07
TH,Sommerferien,2027-07-10,2027-08-20
TH,Herbstferien,2027-10-09,2027-10-23
TH,Weihnachtsferien,2027-12-23,2027-12-31
